date,machine,shift,planned_time_min,downtime_min,run_time_min,availability,performance,quality,oee,total_parts,good_parts,downtime_reason
2024-02-13,Machine_C,Morning,480,33,447,0.93125,0.89,0.91,0.7542,1309,1191,Operator Absence
2024-02-13,Machine_C,Afternoon,480,100,380,0.7916666666666666,0.72,0.96,0.5472,1043,1001,Mechanical Failure
2024-02-13,Machine_C,Night,480,114,366,0.7625,0.95,0.96,0.6954,918,881,Setup & Changeover
2024-02-13,Machine_D,Morning,480,91,389,0.8104166666666667,0.76,0.85,0.5235,673,572,Operator Absence
2024-02-13,Machine_D,Afternoon,480,111,369,0.76875,0.78,0.89,0.5337,884,786,Planned Maintenance
2024-02-13,Machine_D,Night,480,61,419,0.8729166666666667,0.84,0.98,0.7186,1175,1151,Operator Absence
2024-02-14,Machine_A,Morning,480,79,401,0.8354166666666667,0.66,0.99,0.5459,1023,1012,Planned Maintenance
2024-02-14,Machine_A,Afternoon,480,86,394,0.8208333333333333,0.87,0.82,0.5856,1045,856,No Material
2024-02-14,Machine_A,Night,480,31,449,0.9354166666666667,0.88,0.81,0.6668,1335,1081,Operator Absence
2024-02-14,Machine_B,Morning,480,106,374,0.7791666666666667,0.77,0.96,0.576,620,595,Mechanical Failure
2024-02-14,Machine_B,Afternoon,480,43,437,0.9104166666666667,0.73,0.95,0.6314,1021,969,Planned Maintenance
2024-02-14,Machine_B,Night,480,38,442,0.9208333333333333,0.81,0.88,0.6564,1175,1034,Planned Maintenance
2024-02-14,Machine_C,Morning,480,98,382,0.7958333333333333,0.83,0.87,0.5747,587,510,Mechanical Failure
2024-02-14,Machine_C,Afternoon,480,47,433,0.9020833333333333,0.8,0.99,0.7145,724,716,Setup & Changeover
2024-02-14,Machine_C,Night,480,54,426,0.8875,0.76,0.89,0.6003,771,686,Operator Absence
2024-02-14,Machine_D,Morning,480,54,426,0.8875,0.82,0.89,0.6477,1084,964,No Material
2024-02-14,Machine_D,Afternoon,480,18,462,0.9625,0.76,0.96,0.7022,772,741,No Material
2024-02-14,Machine_D,Night,480,92,388,0.8083333333333333,0.69,0.96,0.5354,1123,1078,Setup & Changeover
2024-02-15,Machine_A,Morning,480,76,404,0.8416666666666667,0.71,0.83,0.496,945,784,Operator Absence
2024-02-15,Machine_A,Afternoon,480,39,441,0.91875,0.93,0.93,0.7946,784,729,Operator Absence
2024-02-15,Machine_A,Night,480,60,420,0.875,0.66,0.92,0.5313,754,693,Planned Maintenance
2024-02-15,Machine_B,Morning,480,64,416,0.8666666666666667,0.79,0.94,0.6436,752,706,Mechanical Failure
2024-02-15,Machine_B,Afternoon,480,83,397,0.8270833333333333,0.69,0.97,0.5536,706,684,No Material
2024-02-15,Machine_B,Night,480,35,445,0.9270833333333334,0.81,0.85,0.6383,1243,1056,Planned Maintenance
2024-02-15,Machine_C,Morning,480,91,389,0.8104166666666667,0.76,0.88,0.542,812,714,Mechanical Failure
2024-02-15,Machine_C,Afternoon,480,54,426,0.8875,0.77,0.89,0.6082,749,666,No Material
2024-02-15,Machine_C,Night,480,88,392,0.8166666666666667,0.86,0.93,0.6532,772,717,Setup & Changeover
2024-02-15,Machine_D,Morning,480,49,431,0.8979166666666667,0.69,0.87,0.539,737,641,Operator Absence
2024-02-15,Machine_D,Afternoon,480,63,417,0.86875,0.86,0.91,0.6799,890,809,Operator Absence
2024-02-15,Machine_D,Night,480,91,389,0.8104166666666667,0.84,0.98,0.6671,1126,1103,Setup & Changeover
2024-02-16,Machine_A,Morning,480,81,399,0.83125,0.71,0.86,0.5076,710,610,Operator Absence
2024-02-16,Machine_A,Afternoon,480,89,391,0.8145833333333333,0.67,0.87,0.4748,592,515,Setup & Changeover
2024-02-16,Machine_A,Night,480,34,446,0.9291666666666667,0.94,0.99,0.8647,1007,996,Operator Absence
2024-02-16,Machine_B,Morning,480,62,418,0.8708333333333333,0.89,0.88,0.682,1153,1014,Operator Absence
2024-02-16,Machine_B,Afternoon,480,31,449,0.9354166666666667,0.68,0.81,0.5152,1186,960,No Material
2024-02-16,Machine_B,Night,480,14,466,0.9708333333333333,0.75,0.91,0.6626,816,742,Operator Absence
2024-02-16,Machine_C,Morning,480,82,398,0.8291666666666667,0.91,0.95,0.7168,925,878,Mechanical Failure
2024-02-16,Machine_C,Afternoon,480,83,397,0.8270833333333333,0.69,0.96,0.5479,1085,1041,No Material
2024-02-16,Machine_C,Night,480,79,401,0.8354166666666667,0.94,0.81,0.6361,1033,836,Planned Maintenance
2024-02-16,Machine_D,Morning,480,37,443,0.9229166666666667,1.0,0.82,0.7568,1216,997,Setup & Changeover
2024-02-16,Machine_D,Afternoon,480,48,432,0.9,0.96,0.81,0.6998,818,662,Mechanical Failure
2024-02-16,Machine_D,Night,480,66,414,0.8625,0.95,0.82,0.6719,1125,922,Setup & Changeover
2024-02-17,Machine_A,Morning,480,113,367,0.7645833333333333,0.91,0.94,0.654,1024,962,Planned Maintenance
2024-02-17,Machine_A,Afternoon,480,90,390,0.8125,0.8,0.92,0.598,1044,960,Setup & Changeover
2024-02-17,Machine_A,Night,480,113,367,0.7645833333333333,0.67,0.87,0.4457,705,613,Planned Maintenance
2024-02-17,Machine_B,Morning,480,31,449,0.9354166666666667,0.76,0.94,0.6683,868,815,No Material
2024-02-17,Machine_B,Afternoon,480,119,361,0.7520833333333333,0.83,0.98,0.6117,982,962,Setup & Changeover
2024-02-17,Machine_B,Night,480,106,374,0.7791666666666667,0.92,0.98,0.7025,1117,1094,Setup & Changeover
2024-02-17,Machine_C,Morning,480,99,381,0.79375,0.95,0.85,0.641,978,831,Setup & Changeover
2024-02-17,Machine_C,Afternoon,480,107,373,0.7770833333333333,0.95,0.88,0.6496,639,562,No Material
2024-02-17,Machine_C,Night,480,90,390,0.8125,0.79,0.89,0.5713,955,849,Mechanical Failure
2024-02-17,Machine_D,Morning,480,61,419,0.8729166666666667,0.83,0.86,0.6231,1216,1045,No Material
2024-02-17,Machine_D,Afternoon,480,68,412,0.8583333333333333,0.98,0.87,0.7318,619,538,Mechanical Failure
2024-02-17,Machine_D,Night,480,103,377,0.7854166666666667,0.99,0.93,0.7231,959,891,Mechanical Failure
2024-02-18,Machine_A,Morning,480,111,369,0.76875,0.84,0.84,0.5424,791,664,Setup & Changeover
2024-02-18,Machine_A,Afternoon,480,73,407,0.8479166666666667,0.74,0.97,0.6086,816,791,Planned Maintenance
2024-02-18,Machine_A,Night,480,26,454,0.9458333333333333,0.85,0.9,0.7236,915,823,Mechanical Failure
2024-02-18,Machine_B,Morning,480,15,465,0.96875,0.68,0.96,0.6324,1018,977,Mechanical Failure
2024-02-18,Machine_B,Afternoon,480,119,361,0.7520833333333333,0.71,0.89,0.4752,1078,959,Operator Absence
2024-02-18,Machine_B,Night,480,35,445,0.9270833333333334,1.0,0.98,0.9085,1256,1230,No Material
2024-02-18,Machine_C,Morning,480,30,450,0.9375,0.96,0.98,0.882,738,723,No Material
2024-02-18,Machine_C,Afternoon,480,42,438,0.9125,0.68,0.93,0.5771,1083,1007,Mechanical Failure
2024-02-18,Machine_C,Night,480,60,420,0.875,0.87,0.95,0.7232,1105,1049,Operator Absence
2024-02-18,Machine_D,Morning,480,93,387,0.80625,0.68,0.82,0.4496,704,577,Mechanical Failure
2024-02-18,Machine_D,Afternoon,480,26,454,0.9458333333333333,0.86,0.9,0.7321,984,885,Mechanical Failure
2024-02-18,Machine_D,Night,480,99,381,0.79375,0.77,0.82,0.5012,1063,871,Setup & Changeover
2024-02-19,Machine_A,Morning,480,71,409,0.8520833333333333,0.67,0.88,0.5024,1061,933,Mechanical Failure
2024-02-19,Machine_A,Afternoon,480,23,457,0.9520833333333333,0.76,0.98,0.7091,779,763,Setup & Changeover
2024-02-19,Machine_A,Night,480,92,388,0.8083333333333333,1.0,0.83,0.6709,890,738,Mechanical Failure
2024-02-19,Machine_B,Morning,480,88,392,0.8166666666666667,0.88,0.89,0.6396,1012,900,Setup & Changeover
2024-02-19,Machine_B,Afternoon,480,62,418,0.8708333333333333,0.87,0.89,0.6743,763,679,Mechanical Failure
2024-02-19,Machine_B,Night,480,27,453,0.94375,0.91,0.92,0.7901,940,864,Operator Absence
2024-02-19,Machine_C,Morning,480,50,430,0.8958333333333334,0.93,0.85,0.7082,1060,901,Setup & Changeover
2024-02-19,Machine_C,Afternoon,480,80,400,0.8333333333333334,0.86,0.94,0.6737,770,723,Mechanical Failure
2024-02-19,Machine_C,Night,480,118,362,0.7541666666666667,0.95,0.98,0.7021,654,640,Planned Maintenance
2024-02-19,Machine_D,Morning,480,75,405,0.84375,0.72,0.88,0.5346,1000,880,Setup & Changeover
2024-02-19,Machine_D,Afternoon,480,73,407,0.8479166666666667,0.79,0.85,0.5694,1000,850,Mechanical Failure
2024-02-19,Machine_D,Night,480,77,403,0.8395833333333333,0.96,0.8,0.6448,822,657,No Material
2024-02-20,Machine_A,Morning,480,26,454,0.9458333333333333,0.79,0.97,0.7248,967,937,Planned Maintenance
2024-02-20,Machine_A,Afternoon,480,97,383,0.7979166666666667,0.71,0.89,0.5042,1141,1015,Mechanical Failure
2024-02-20,Machine_A,Night,480,12,468,0.975,0.86,0.8,0.6708,853,682,Mechanical Failure
2024-02-20,Machine_B,Morning,480,111,369,0.76875,0.79,0.86,0.5223,947,814,Operator Absence
2024-02-20,Machine_B,Afternoon,480,64,416,0.8666666666666667,0.9,0.82,0.6396,958,785,Planned Maintenance
2024-02-20,Machine_B,Night,480,29,451,0.9395833333333333,0.75,0.86,0.606,1022,878,Setup & Changeover
2024-02-20,Machine_C,Morning,480,113,367,0.7645833333333333,0.7,0.87,0.4656,873,759,Mechanical Failure
2024-02-20,Machine_C,Afternoon,480,49,431,0.8979166666666667,0.89,0.95,0.7592,1193,1133,Mechanical Failure
2024-02-20,Machine_C,Night,480,41,439,0.9145833333333333,0.68,0.89,0.5535,957,851,Planned Maintenance
2024-02-20,Machine_D,Morning,480,17,463,0.9645833333333333,0.76,0.95,0.6964,1208,1147,Mechanical Failure
2024-02-20,Machine_D,Afternoon,480,11,469,0.9770833333333333,0.9,0.94,0.8266,818,768,No Material
2024-02-20,Machine_D,Night,480,76,404,0.8416666666666667,0.83,0.96,0.6706,763,732,No Material
2024-02-21,Machine_A,Morning,480,26,454,0.9458333333333333,0.91,0.97,0.8349,1180,1144,Mechanical Failure
2024-02-21,Machine_A,Afternoon,480,108,372,0.775,0.96,0.87,0.6473,797,693,Planned Maintenance
2024-02-21,Machine_A,Night,480,18,462,0.9625,0.74,1.0,0.7123,1127,1127,Operator Absence
2024-02-21,Machine_B,Morning,480,68,412,0.8583333333333333,0.83,0.81,0.5771,1149,930,Setup & Changeover
2024-02-21,Machine_B,Afternoon,480,57,423,0.88125,0.71,0.95,0.5944,1201,1140,Mechanical Failure
2024-02-21,Machine_B,Night,480,39,441,0.91875,0.91,0.8,0.6689,1229,983,Mechanical Failure
2024-02-21,Machine_C,Morning,480,41,439,0.9145833333333333,0.67,0.87,0.5331,1264,1099,Setup & Changeover
2024-02-21,Machine_C,Afternoon,480,119,361,0.7520833333333333,0.66,0.96,0.4765,928,890,Operator Absence
2024-02-21,Machine_C,Night,480,38,442,0.9208333333333333,0.76,0.88,0.6159,1140,1003,No Material
2024-02-21,Machine_D,Morning,480,115,365,0.7604166666666666,0.68,0.87,0.4499,822,715,Mechanical Failure
2024-02-21,Machine_D,Afternoon,480,32,448,0.9333333333333333,0.73,0.9,0.6132,702,631,Operator Absence
2024-02-21,Machine_D,Night,480,18,462,0.9625,0.96,0.97,0.8963,1229,1192,No Material
2024-02-22,Machine_A,Morning,480,51,429,0.89375,0.68,0.89,0.5409,880,783,No Material
2024-02-22,Machine_A,Afternoon,480,82,398,0.8291666666666667,0.92,0.95,0.7247,741,703,No Material
2024-02-22,Machine_A,Night,480,85,395,0.8229166666666666,0.99,1.0,0.8147,1052,1052,Planned Maintenance
2024-02-22,Machine_B,Morning,480,107,373,0.7770833333333333,0.93,0.83,0.5998,1081,897,Mechanical Failure
2024-02-22,Machine_B,Afternoon,480,39,441,0.91875,0.84,0.93,0.7177,1120,1041,Mechanical Failure
2024-02-22,Machine_B,Night,480,52,428,0.8916666666666667,0.65,0.93,0.539,1187,1103,No Material
2024-02-22,Machine_C,Morning,480,23,457,0.9520833333333333,0.72,1.0,0.6855,973,973,Mechanical Failure
2024-02-22,Machine_C,Afternoon,480,28,452,0.9416666666666667,0.9,0.82,0.6949,1302,1067,Planned Maintenance
2024-02-22,Machine_C,Night,480,62,418,0.8708333333333333,0.9,0.87,0.6819,1238,1077,Mechanical Failure
2024-02-22,Machine_D,Morning,480,84,396,0.825,0.68,0.83,0.4656,1081,897,Mechanical Failure
2024-02-22,Machine_D,Afternoon,480,85,395,0.8229166666666666,0.85,0.89,0.6225,1163,1035,Setup & Changeover
2024-02-22,Machine_D,Night,480,47,433,0.9020833333333333,0.74,0.86,0.5741,1169,1005,No Material
2024-02-23,Machine_A,Morning,480,50,430,0.8958333333333334,0.81,0.85,0.6168,1253,1065,Setup & Changeover
2024-02-23,Machine_A,Afternoon,480,109,371,0.7729166666666667,0.92,0.82,0.5831,615,504,Operator Absence
2024-02-23,Machine_A,Night,480,69,411,0.85625,0.76,0.82,0.5336,837,686,Setup & Changeover
2024-02-23,Machine_B,Morning,480,67,413,0.8604166666666667,0.76,0.85,0.5558,693,589,Setup & Changeover
2024-02-23,Machine_B,Afternoon,480,113,367,0.7645833333333333,0.89,0.97,0.6601,934,905,Mechanical Failure
2024-02-23,Machine_B,Night,480,37,443,0.9229166666666667,0.94,0.87,0.7548,725,630,Setup & Changeover
2024-02-23,Machine_C,Morning,480,55,425,0.8854166666666666,0.79,0.81,0.5666,828,670,Setup & Changeover
2024-02-23,Machine_C,Afternoon,480,13,467,0.9729166666666667,0.98,0.97,0.9249,1089,1056,Planned Maintenance
2024-02-23,Machine_C,Night,480,41,439,0.9145833333333333,0.68,0.82,0.51,1181,968,Mechanical Failure
2024-02-23,Machine_D,Morning,480,11,469,0.9770833333333333,0.67,0.96,0.6285,859,824,Setup & Changeover
2024-02-23,Machine_D,Afternoon,480,115,365,0.7604166666666666,0.79,0.94,0.5647,1060,996,Mechanical Failure
2024-02-23,Machine_D,Night,480,84,396,0.825,0.86,0.98,0.6953,638,625,Mechanical Failure
2024-02-24,Machine_A,Morning,480,35,445,0.9270833333333334,0.97,0.89,0.8004,753,670,No Material
2024-02-24,Machine_A,Afternoon,480,25,455,0.9479166666666666,0.66,0.89,0.5568,797,709,Planned Maintenance
2024-02-24,Machine_A,Night,480,65,415,0.8645833333333334,0.94,0.88,0.7152,640,563,Operator Absence
2024-02-24,Machine_B,Morning,480,32,448,0.9333333333333333,0.77,0.98,0.7043,856,838,Operator Absence
2024-02-24,Machine_B,Afternoon,480,29,451,0.9395833333333333,0.66,0.92,0.5705,842,774,No Material
2024-02-24,Machine_B,Night,480,73,407,0.8479166666666667,0.79,0.91,0.6096,647,588,No Material
2024-02-24,Machine_C,Morning,480,59,421,0.8770833333333333,0.7,0.84,0.5157,1190,999,Planned Maintenance
2024-02-24,Machine_C,Afternoon,480,41,439,0.9145833333333333,0.87,0.96,0.7639,1181,1133,Operator Absence
2024-02-24,Machine_C,Night,480,110,370,0.7708333333333334,0.9,0.9,0.6244,988,889,No Material
2024-02-24,Machine_D,Morning,480,82,398,0.8291666666666667,0.83,0.88,0.6056,704,619,No Material
2024-02-24,Machine_D,Afternoon,480,86,394,0.8208333333333333,0.73,0.98,0.5872,1051,1029,Mechanical Failure
2024-02-24,Machine_D,Night,480,113,367,0.7645833333333333,1.0,0.91,0.6958,972,884,Setup & Changeover
2024-02-25,Machine_A,Morning,480,30,450,0.9375,0.69,0.93,0.6016,854,794,Mechanical Failure
2024-02-25,Machine_A,Afternoon,480,107,373,0.7770833333333333,1.0,0.84,0.6527,1033,867,Operator Absence
2024-02-25,Machine_A,Night,480,55,425,0.8854166666666666,0.98,1.0,0.8677,748,748,Setup & Changeover
2024-02-25,Machine_B,Morning,480,85,395,0.8229166666666666,0.76,0.95,0.5941,805,764,Planned Maintenance
2024-02-25,Machine_B,Afternoon,480,13,467,0.9729166666666667,0.9,0.87,0.7618,1098,955,Setup & Changeover
2024-02-25,Machine_B,Night,480,82,398,0.8291666666666667,0.98,0.97,0.7882,1080,1047,Operator Absence
2024-02-25,Machine_C,Morning,480,79,401,0.8354166666666667,0.76,0.9,0.5714,655,589,Setup & Changeover
2024-02-25,Machine_C,Afternoon,480,87,393,0.81875,0.73,0.91,0.5439,589,535,Planned Maintenance
2024-02-25,Machine_C,Night,480,35,445,0.9270833333333334,0.93,0.87,0.7501,785,682,No Material
2024-02-25,Machine_D,Morning,480,17,463,0.9645833333333333,0.66,0.92,0.5857,1331,1224,Mechanical Failure
2024-02-25,Machine_D,Afternoon,480,118,362,0.7541666666666667,0.83,0.87,0.5446,582,506,Operator Absence
2024-02-25,Machine_D,Night,480,85,395,0.8229166666666666,0.69,0.86,0.4883,673,578,Setup & Changeover
2024-02-26,Machine_A,Morning,480,103,377,0.7854166666666667,0.98,0.96,0.7389,1108,1063,No Material
2024-02-26,Machine_A,Afternoon,480,32,448,0.9333333333333333,0.9,0.91,0.7644,1269,1154,Planned Maintenance
2024-02-26,Machine_A,Night,480,110,370,0.7708333333333334,0.77,0.93,0.552,1007,936,Operator Absence
2024-02-26,Machine_B,Morning,480,49,431,0.8979166666666667,0.91,0.86,0.7027,761,654,Mechanical Failure
2024-02-26,Machine_B,Afternoon,480,99,381,0.79375,0.98,0.88,0.6845,1139,1002,Planned Maintenance
2024-02-26,Machine_B,Night,480,14,466,0.9708333333333333,0.71,0.86,0.5928,1264,1087,Planned Maintenance
2024-02-26,Machine_C,Morning,480,38,442,0.9208333333333333,0.87,0.82,0.6569,991,812,No Material
2024-02-26,Machine_C,Afternoon,480,105,375,0.78125,0.68,0.87,0.4622,742,645,Mechanical Failure
2024-02-26,Machine_C,Night,480,115,365,0.7604166666666666,0.9,0.93,0.6365,1032,959,Operator Absence
2024-02-26,Machine_D,Morning,480,11,469,0.9770833333333333,0.74,0.85,0.6146,751,638,No Material
2024-02-26,Machine_D,Afternoon,480,110,370,0.7708333333333334,0.69,0.8,0.4255,769,615,Operator Absence
2024-02-26,Machine_D,Night,480,31,449,0.9354166666666667,0.96,0.9,0.8082,928,835,Planned Maintenance
2024-02-27,Machine_A,Morning,480,58,422,0.8791666666666667,0.69,0.9,0.546,1179,1061,Setup & Changeover
2024-02-27,Machine_A,Afternoon,480,30,450,0.9375,0.81,0.96,0.729,697,669,Mechanical Failure
2024-02-27,Machine_A,Night,480,50,430,0.8958333333333334,0.74,0.82,0.5436,865,709,Operator Absence
2024-02-27,Machine_B,Morning,480,30,450,0.9375,0.91,0.91,0.7763,1281,1165,Mechanical Failure
2024-02-27,Machine_B,Afternoon,480,53,427,0.8895833333333333,0.86,0.92,0.7038,949,873,Mechanical Failure
2024-02-27,Machine_B,Night,480,65,415,0.8645833333333334,0.98,0.83,0.7033,1176,976,Setup & Changeover
2024-02-27,Machine_C,Morning,480,16,464,0.9666666666666667,0.69,0.84,0.5603,828,695,Planned Maintenance
2024-02-27,Machine_C,Afternoon,480,102,378,0.7875,0.97,0.91,0.6951,941,856,No Material
2024-02-27,Machine_C,Night,480,40,440,0.9166666666666666,0.68,0.88,0.5485,1022,899,Operator Absence
2024-02-27,Machine_D,Morning,480,29,451,0.9395833333333333,0.67,0.8,0.5036,735,588,Planned Maintenance
2024-02-27,Machine_D,Afternoon,480,71,409,0.8520833333333333,0.72,0.81,0.4969,718,581,No Material
2024-02-27,Machine_D,Night,480,20,460,0.9583333333333334,0.82,0.82,0.6444,1231,1009,Operator Absence
2024-02-28,Machine_A,Morning,480,72,408,0.85,0.96,0.85,0.6936,1004,853,Operator Absence
2024-02-28,Machine_A,Afternoon,480,33,447,0.93125,0.78,0.88,0.6392,795,699,Mechanical Failure
2024-02-28,Machine_A,Night,480,43,437,0.9104166666666667,0.8,0.85,0.6191,1204,1023,Planned Maintenance
2024-02-28,Machine_B,Morning,480,17,463,0.9645833333333333,0.7,0.94,0.6347,761,715,No Material
2024-02-28,Machine_B,Afternoon,480,113,367,0.7645833333333333,0.84,0.99,0.6358,875,866,Planned Maintenance
2024-02-28,Machine_B,Night,480,17,463,0.9645833333333333,0.94,0.96,0.8704,985,945,Planned Maintenance
2024-02-28,Machine_C,Morning,480,97,383,0.7979166666666667,0.95,0.89,0.6746,1081,962,Operator Absence
2024-02-28,Machine_C,Afternoon,480,48,432,0.9,0.68,0.98,0.5998,1110,1087,Planned Maintenance
2024-02-28,Machine_C,Night,480,83,397,0.8270833333333333,0.97,0.96,0.7702,998,958,Planned Maintenance
2024-02-28,Machine_D,Morning,480,28,452,0.9416666666666667,0.69,0.95,0.6173,795,755,Setup & Changeover
2024-02-28,Machine_D,Afternoon,480,37,443,0.9229166666666667,0.93,0.83,0.7124,945,784,Operator Absence
2024-02-28,Machine_D,Night,480,35,445,0.9270833333333334,1.0,0.93,0.8622,1224,1138,No Material
2024-02-29,Machine_A,Morning,480,50,430,0.8958333333333334,0.97,0.98,0.8516,688,674,Operator Absence
2024-02-29,Machine_A,Afternoon,480,81,399,0.83125,0.79,0.87,0.5713,763,663,Operator Absence
2024-02-29,Machine_A,Night,480,11,469,0.9770833333333333,0.93,0.92,0.836,1071,985,Operator Absence
2024-02-29,Machine_B,Morning,480,24,456,0.95,0.8,0.83,0.6308,1086,901,Mechanical Failure
2024-02-29,Machine_B,Afternoon,480,23,457,0.9520833333333333,0.85,0.82,0.6636,881,722,Planned Maintenance
2024-02-29,Machine_B,Night,480,54,426,0.8875,0.96,0.85,0.7242,1057,898,Planned Maintenance
2024-02-29,Machine_C,Morning,480,87,393,0.81875,0.82,0.83,0.5572,827,686,Planned Maintenance
2024-02-29,Machine_C,Afternoon,480,87,393,0.81875,0.89,0.88,0.6412,822,723,No Material
2024-02-29,Machine_C,Night,480,98,382,0.7958333333333333,0.73,0.95,0.5519,1100,1045,No Material
2024-02-29,Machine_D,Morning,480,12,468,0.975,0.77,0.96,0.7207,920,883,Operator Absence
2024-02-29,Machine_D,Afternoon,480,119,361,0.7520833333333333,0.89,0.82,0.5489,1012,829,Setup & Changeover
2024-02-29,Machine_D,Night,480,48,432,0.9,0.99,0.89,0.793,1183,1052,No Material
2024-03-01,Machine_A,Morning,480,103,377,0.7854166666666667,0.8,0.93,0.5844,671,624,Setup & Changeover
2024-03-01,Machine_A,Afternoon,480,115,365,0.7604166666666666,0.79,0.9,0.5407,830,747,No Material
2024-03-01,Machine_A,Night,480,115,365,0.7604166666666666,0.67,0.96,0.4891,583,559,Planned Maintenance
2024-03-01,Machine_B,Morning,480,61,419,0.8729166666666667,0.7,0.97,0.5927,1181,1145,Mechanical Failure
2024-03-01,Machine_B,Afternoon,480,32,448,0.9333333333333333,0.72,0.97,0.6518,1234,1196,Setup & Changeover
2024-03-01,Machine_B,Night,480,14,466,0.9708333333333333,0.81,0.98,0.7706,1191,1167,No Material
2024-03-01,Machine_C,Morning,480,57,423,0.88125,0.94,0.9,0.7455,1037,933,Mechanical Failure
2024-03-01,Machine_C,Afternoon,480,97,383,0.7979166666666667,0.66,0.87,0.4582,915,796,Setup & Changeover
2024-03-01,Machine_C,Night,480,70,410,0.8541666666666666,0.86,0.87,0.6391,715,622,No Material
2024-03-01,Machine_D,Morning,480,105,375,0.78125,0.94,0.82,0.6022,577,473,Mechanical Failure
2024-03-01,Machine_D,Afternoon,480,30,450,0.9375,0.95,0.96,0.855,819,786,Setup & Changeover
2024-03-01,Machine_D,Night,480,92,388,0.8083333333333333,0.73,0.84,0.4957,961,807,Planned Maintenance
2024-03-02,Machine_A,Morning,480,12,468,0.975,0.95,0.99,0.917,1180,1168,Operator Absence
2024-03-02,Machine_A,Afternoon,480,26,454,0.9458333333333333,0.88,0.92,0.7657,686,631,No Material
2024-03-02,Machine_A,Night,480,87,393,0.81875,0.93,0.86,0.6548,1159,996,No Material
2024-03-02,Machine_B,Morning,480,64,416,0.8666666666666667,0.96,0.97,0.807,910,882,Setup & Changeover
2024-03-02,Machine_B,Afternoon,480,69,411,0.85625,0.76,0.9,0.5857,1000,900,Planned Maintenance
2024-03-02,Machine_B,Night,480,23,457,0.9520833333333333,0.65,1.0,0.6189,1348,1348,No Material
2024-03-02,Machine_C,Morning,480,81,399,0.83125,0.88,0.92,0.673,777,714,Mechanical Failure
2024-03-02,Machine_C,Afternoon,480,71,409,0.8520833333333333,0.67,1.0,0.5709,1006,1006,No Material
2024-03-02,Machine_C,Night,480,43,437,0.9104166666666667,0.88,0.99,0.7932,1082,1071,Setup & Changeover
2024-03-02,Machine_D,Morning,480,29,451,0.9395833333333333,0.83,0.85,0.6629,714,606,Planned Maintenance
2024-03-02,Machine_D,Afternoon,480,61,419,0.8729166666666667,0.88,0.94,0.7221,1081,1016,Operator Absence
2024-03-02,Machine_D,Night,480,47,433,0.9020833333333333,0.74,0.88,0.5874,901,792,Mechanical Failure
2024-03-03,Machine_A,Morning,480,84,396,0.825,0.9,0.91,0.6757,706,642,Setup & Changeover
2024-03-03,Machine_A,Afternoon,480,97,383,0.7979166666666667,0.84,0.96,0.6434,1095,1051,No Material
2024-03-03,Machine_A,Night,480,74,406,0.8458333333333333,0.76,0.83,0.5336,1009,837,Planned Maintenance
2024-03-03,Machine_B,Morning,480,33,447,0.93125,0.75,0.89,0.6216,1167,1038,Planned Maintenance
2024-03-03,Machine_B,Afternoon,480,107,373,0.7770833333333333,0.97,0.99,0.7462,1062,1051,Mechanical Failure
2024-03-03,Machine_B,Night,480,38,442,0.9208333333333333,0.77,0.95,0.6736,866,822,No Material
2024-03-03,Machine_C,Morning,480,57,423,0.88125,0.74,0.86,0.5608,1174,1009,Operator Absence
2024-03-03,Machine_C,Afternoon,480,16,464,0.9666666666666667,0.95,0.92,0.8449,1353,1244,Mechanical Failure
2024-03-03,Machine_C,Night,480,70,410,0.8541666666666666,0.96,0.9,0.738,1148,1033,Operator Absence
2024-03-03,Machine_D,Morning,480,77,403,0.8395833333333333,0.75,0.81,0.51,1120,907,Setup & Changeover
2024-03-03,Machine_D,Afternoon,480,35,445,0.9270833333333334,0.77,1.0,0.7139,1263,1263,Operator Absence
2024-03-03,Machine_D,Night,480,28,452,0.9416666666666667,0.76,0.94,0.6727,1206,1133,Operator Absence
2024-03-04,Machine_A,Morning,480,52,428,0.8916666666666667,0.87,0.84,0.6516,1049,881,Mechanical Failure
2024-03-04,Machine_A,Afternoon,480,67,413,0.8604166666666667,0.75,0.95,0.613,723,686,Setup & Changeover
2024-03-04,Machine_A,Night,480,72,408,0.85,0.92,0.96,0.7507,691,663,Operator Absence
2024-03-04,Machine_B,Morning,480,91,389,0.8104166666666667,0.8,0.89,0.577,862,767,Mechanical Failure
2024-03-04,Machine_B,Afternoon,480,14,466,0.9708333333333333,0.84,0.95,0.7747,1363,1294,No Material
2024-03-04,Machine_B,Night,480,106,374,0.7791666666666667,0.94,0.84,0.6152,940,789,Setup & Changeover
2024-03-04,Machine_C,Morning,480,38,442,0.9208333333333333,0.89,0.87,0.713,748,650,Operator Absence
2024-03-04,Machine_C,Afternoon,480,74,406,0.8458333333333333,0.86,0.83,0.6038,1110,921,No Material
2024-03-04,Machine_C,Night,480,47,433,0.9020833333333333,0.81,0.9,0.6576,989,890,Operator Absence
2024-03-04,Machine_D,Morning,480,97,383,0.7979166666666667,1.0,0.87,0.6942,1092,950,No Material
2024-03-04,Machine_D,Afternoon,480,106,374,0.7791666666666667,0.72,0.99,0.5554,1076,1065,Operator Absence
2024-03-04,Machine_D,Night,480,12,468,0.975,0.73,0.95,0.6762,794,754,Mechanical Failure
2024-03-05,Machine_A,Morning,480,85,395,0.8229166666666666,0.83,0.82,0.5601,1013,830,Mechanical Failure
